content_id,platform_id,platform_name,keyword,title,content_text,date
322566276,4,everytime,단기 임대,서울 단기임대 구합니다.,12/25- 2/24까지 총 두 달간 단기 원룸 구합니다.종강하시고 지방 가시는 분들이랑 딱 타이밍이 맞겠네요..신림 쪽이면 너무 좋겠지만 그렇지 않아도 서울이면 모두 가능할 것 같습니다졸업생이고 현재 지방 거주중인데 방학에 잠깐 학원 다닐 것 같아서 구,2026-11-18
322441633,4,everytime,단기 임대,오피스텔 단기임대하면,살 사람 있나...? 들어가고 싶은 방 안 놓치고 싶은데 계약기간이 2월 말까지라ㅜ,2026-11-16
321888788,4,everytime,단기 임대,원룸 오피스텔 양도 구합니다,12월 또는 1월부터 내년 6월까지 단기 임대 또는 양도 구해요!충무로근처 아니여도 괜찮습니다.,2026-11-10
313344996,4,everytime,단기 임대,한달 단기임대 하려는데,한달 단기는 이중잠금장치 신경 안 써도 될까?,2026-08-21
311112203,4,everytime,단기 임대,"동대, 신촌 근처 오피스텔 아파트 등 거주하시는 분들 중에 8/7~ 3주간",본가에 계시거나 오랫동안 비워두실 분 등등...단기임대 가능하시다면 댓글 혹은 쪽지 부탁드립니다~~ :),2026-07-30
309339716,4,everytime,단기 임대,단기임대 구합니다 (남자),8월 말까지 학교 근처 단기임대 구합니다방은 깨끗하게 쓸 자신 있습니다쪽지 주시면 감사드리겠습니다!,2026-07-08
309079415,4,everytime,단기 임대,단기 임대 원룸 구합니다,서울 전지역 상관 x7/9-8/15 동안 원룸 임대 가능하신 분 연락 주세요! 🥹여자이고 집은 깨끗하게 사용할 자신 있습니다!!,2026-07-05
307747596,4,everytime,단기 임대,여름 계절 기간 방 단기 임대 하시는 분있나요!,6/25 - 7/12가격과 함께 쪽지 주시면 감사하겠습니다,2026-06-22
307432827,4,everytime,단기 임대,7-8월 단기 임대 구합니다,7-8월 단기 임대 구해요!여자입니다~!안전 때문에 오피스텔이면 좋겠습니다,2026-06-19
296913003,4,everytime,단기 임대,6개월 단기 임대 구합니다!,혹시 6개월~1년반까지 괜찮으니 단기 월세 하실 분 계신가요!??,2026-04-03
