content_id,platform_id,platform_name,keyword,title,content_text,comment_count,posted_at
167,4,everytime,짐 택배,대학동 원룸,공부한 게 결과가 좋게 나와 타지로 가게 되어 올립니다!📍근린생활시설이지만 전입신고 가능합니다 저도 전입신고 하고 거주 중입니다!📍쪽지 주시면 사진 드립니다! 월~목 자유롭게 보러 오셔도 됩니다 금요일은 오전만 가능해요📍보증금 200에 33이고 관리비 포,0,2026-12-26
168,4,everytime,짐 택배,택배 장인들아,이제 서울 올라가려고 짐 싸고 있거든..세탁한 옷들은 압축팩에 담아서 택배로 부치려고 하는데 1번 정도 입은 옷들은 어떻게 들고 가야 옷이 안 상할까?ㅠㅠ,4,2026-08-30
169,4,everytime,짐 택배,이사하고 나서 옷,"자취방 이사할 때 택배 박스에 옷 담아서 옮기잖아, 그러고 나서 짐 풀 때 옷 다시 다 빨아?? 박스에 먼지 묻으니까 그래야 할 것 같긴 한데 저걸 또 다 언제 빨지 싶네",3,2026-08-28
170,4,everytime,짐 택배,지방에서 올라와서 자취하는 친구들,짐 어떻게 옮겼어??옷같은건 우체국 택배 보내면 될 거 같은데컴퓨터랑 전자피아노를 어떻게 옮겨야 할까 ㅜ,3,2026-02-04
171,4,everytime,짐 택배,,택배상자 버리지 마시고 가지고 계시다가 나중에 짐 돌려보낼 때 쓰세요! 퇴사기간에 구입하기 힘드실 수도 있어요,2,2026-02-27
172,4,everytime,짐 택배,,다행히도 키트 받았다 긱사 가려고 짐 다싸서 나왔는데 택배기사님과 마주침 … 나이스 타이밍 ….,2,2026-02-26
173,4,everytime,짐 택배,,퇴사할때 짐 택배보내는거  우체국택배 말고 또 있어?,0,2026-12-18
174,4,everytime,짐 택배,,짐 부칠 때 우체국방문택배접수하고그거 그냥 카트있는쪽에 놓으면 되는거?그러면 결제는 어떻게 되는거야?,0,2026-12-17
175,4,everytime,짐 택배,,짐 택배로 보내면 며칠전에 보내야되나요?,4,2026-08-24
176,4,everytime,짐 택배,긱사 짐 빼는거 택배 보내는거,우체국 씨제이 다 안되는데 뭘로 보냄?,1,2026-06-20
177,4,everytime,짐 택배,,짐 택배로 부치려고 하는데 어떻게 하죠... 우체국 앱으로 방문택배 신청하려고 했는데 남산학사는 제한되어있다네요?? 교내 우체국으로 신청하면 될까요? 이런거 한 번도 안 해봐서 잘 모르겠어요...ㅜㅠ 잘 아시는 선배님 계신가요...??,1,2026-06-12
178,4,everytime,짐 택배,,우체국택배 파업이라는데 다들 짐 집으로 어캐 보내나요?,4,2026-06-08
179,4,everytime,짐 택배,,짐뺄때 우체국 택배로 보내려고 하는데 그냥 박스 사와서 짐 넣고 그거 들고 우체국 가면 되나요? 우체국으로 뭘 부쳐본 적이 한번도 없어서 잘 모르겠네용..,6,2026-06-05
180,4,everytime,짐 택배,,❌남산학사 이틀차가 알려주는 팁!❌룸메도 아직 안오고 넷플릭스도 지켜서 끄적여 봅니다1. 옷걸이 많이 챙겨오세요!! 하얀색 기본적인걸로!!2. 혼밥 각오하고 오세요!! (친구가 있다면 예외입니다)3. 드라이기 고데기 다 가능합니다.4,41,2026-02-25
181,4,everytime,짐 택배,,다들 긱사 짐 택배로 붙이네...난 그냥 바리바리 싸들고 가는데ㅠㅠㅠㅠㅠ,3,2026-02-20
182,4,everytime,짐 택배,,남산학사 들어가는 친구들 짐 언제쌀거야? 택배 언제 보낼거야!!???!!,3,2026-02-20
183,4,everytime,짐 택배,,남산학사 짐 얼마나 챙겨야 하나?..일단 월욜날 택배로 보낼 생각인데 왠만한건 다 들고가야 돼?,8,2026-02-19
184,4,everytime,짐 택배,나눔합니다,"이번에 자취방을 옮기게 돼서 짐 정리를 하다가 안쓰는 물품 정리할 겸 나눔하려 합니다!이사가 토요일이라 그 전에 학교나 근처에서 직접 드릴 수 있고요! 택배 원하시면 택배비만 받겠습니다,,중구 쓰레기봉투(10L) 7-8장 있구 음식물쓰레기봉투(2L)도 한 4장 있어",4,2026-07-14
185,4,everytime,짐 택배,,긱사에서 짐 택배로 보내신분들.. 카톡이나 문자로 송장번호같은거 다 받으셨나요??,2,2026-06-30
186,4,everytime,짐 택배,,퇴사할때 짐 택배보내는거 꼭 우체국택배 이용해야돼?,2,2026-06-24
187,4,everytime,짐 택배,,"입사기간 5월8~5월 15일 까지고 입사포기신청은 15일까진데..난 지방사는 올 비대면 긱사러야 대면확정 없으면 못간다매..?근데 아직 한과목도 대면비대면 공지난게없고.... 주말에올라가야해서 9,10일에는 가야하는데ㅜㅜ그안에 공지안나면 난 못가는거고.",11,2026-05-01
188,4,everytime,짐 택배,기숙사,"진짜 개에바다 전화와서는 4/3일로 입사 미뤄지니까 그렇게 알고 계세요 이러더라 택배랑 짐 다보내고 나도 서울 와있는데 에바다 진짜,,, 미리 들어갈 방법은 없냐고 물어보니까 안된다하고 그냥 나중에 문자줄테니까 확인하고 4/3일에 오래 으아가가아아아악",11,2026-03-18
189,4,everytime,짐 택배,,새내긴데용. 택배로 짐 부칠 수 있어요?,0,2026-02-21
190,4,everytime,짐 택배,,우체국 6호박스에 짐싸서 보내도 되는거야?전에 경비아저씨가 6호박스는 안 갖고 간다고해서 5호박스로만 짐 보냈었는데 짐이 어중간하게 남아서 6호박스면 딱일것 같은데이번학기에 6호박스로 택배보내본 사람 있어?,4,2026-12-15
191,4,everytime,짐 택배,기숙사 택배,우체국 6호박스에 짐싸서 보내도 됨?전에 경비아저씨가 6호박스는 안 갖고 간다고해서 5호박스로만 짐 보냈었는데 짐이 어중간하게 남아서 6호박스면 딱일것 같은데이번학기에 6호박스로 택배보내본 사람 있어?,7,2026-12-15
192,4,everytime,짐 택배,,2학기때 쉐어하우스 들어가는데짐 어떻게 해야돼요??택배로 하면 되나요?,1,2026-07-21
193,4,everytime,짐 택배,,남산학사 택배로 짐 보내도 되나요?,1,2026-02-17
